time_s,x_m,y_m,heading_deg,speed_mmps,steering_deg,throttle,mean_throttle,brake
0.331,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.408,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.522,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.619,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.71,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.811,0.0,0.0,0.0,0.0,0.0,50,50.0,0
0.912,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.013,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.113,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.219,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.316,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.416,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.515,0.0,0.0,0.0,0.0,0.0,50,50.0,0
1.616,0.0,0.0,0.0,0.0,0.0,150,62.5,0
1.715,0.0,0.084,0.0,0.84,0.0,150,75.0,0
1.816,0.0,0.273,0.03,1.889,3.0,150,87.5,0
1.917,0.001,0.567,0.09,2.938,6.0,150,100.0,0
2.017,0.002,0.965,0.18,3.988,9.0,150,112.5,0
2.118,0.004,1.364,0.3,3.988,12.0,50,112.5,0
2.218,0.007,1.763,0.45,3.988,15.0,50,112.5,0
2.319,0.011,2.162,0.63,3.988,18.0,50,112.5,0
2.42,0.017,2.532,0.84,3.707,21.0,50,100.0,0
2.521,0.023,2.877,1.08,3.446,24.0,50,87.5,0
2.62,0.031,3.197,1.33,3.203,25.0,150,87.5,0
2.72,0.039,3.495,1.58,2.978,25.0,150,87.5,0
2.821,0.048,3.771,1.83,2.768,25.0,50,75.0,0
2.922,0.057,4.029,2.08,2.573,25.0,50,75.0,0
3.023,0.067,4.268,2.33,2.392,25.0,50,75.0,0
3.123,0.077,4.49,2.58,2.224,25.0,50,75.0,0
3.224,0.087,4.696,2.83,2.067,25.0,50,75.0,0
3.324,0.097,4.888,3.08,1.922,25.0,150,87.5,0
3.424,0.108,5.077,3.33,1.889,25.0,150,87.5,0
3.525,0.119,5.252,3.58,1.756,25.0,50,75.0,0
3.626,0.13,5.415,3.83,1.632,25.0,50,75.0,0
3.726,0.141,5.566,4.08,1.517,25.0,50,75.0,0
3.827,0.152,5.707,4.33,1.411,25.0,50,75.0,0
3.928,0.162,5.838,4.58,1.311,25.0,50,75.0,0
4.029,0.172,5.959,4.83,1.219,25.0,50,75.0,0
4.13,0.182,6.072,5.08,1.133,25.0,50,62.5,0
4.23,0.192,6.177,5.33,1.053,25.0,150,62.5,0
4.33,0.202,6.274,5.58,0.979,25.0,150,75.0,0
4.431,0.211,6.365,5.83,0.91,25.0,50,75.0,0
4.531,0.231,6.553,6.08,1.889,25.0,150,87.5,0
4.632,0.263,6.845,6.33,2.938,25.0,150,100.0,0
4.733,0.309,7.241,6.58,3.988,25.0,150,112.5,0
4.833,0.369,7.741,6.83,5.037,25.0,150,125.0,0
4.933,0.444,8.345,7.08,6.086,25.0,150,137.5,0
5.033,0.516,8.906,7.33,5.658,25.0,50,125.0,0
5.134,0.586,9.427,7.58,5.26,25.0,50,112.5,0
5.234,0.652,9.912,7.83,4.889,25.0,50,112.5,0
5.335,0.716,10.362,8.05,4.545,22.0,50,100.0,0
5.437,0.777,10.78,8.27,4.225,22.0,50,87.5,0
5.537,0.835,11.168,8.52,3.928,25.0,50,75.0,0
5.637,0.89,11.529,8.74,3.651,22.0,50,62.5,0
5.738,0.943,11.865,8.93,3.394,19.0,50,50.0,0
5.838,0.993,12.176,9.09,3.155,16.0,50,50.0,0
5.938,1.04,12.466,9.22,2.933,13.0,50,50.0,0
6.039,1.084,12.735,9.32,2.727,10.0,50,50.0,0
6.14,1.125,12.985,9.39,2.535,7.0,50,50.0,0
6.241,1.164,13.217,9.43,2.356,4.0,150,62.5,0
6.342,1.2,13.433,9.44,2.19,1.0,150,75.0,0
6.443,1.233,13.634,9.42,2.036,-2.0,50,75.0,0
6.544,1.245,13.703,9.37,0.693,-5.0,50,75.0,1
6.644,1.258,13.785,9.29,0.84,-8.0,50,75.0,0
6.745,1.288,13.972,9.18,1.889,-11.0,150,87.5,0
6.845,1.318,14.158,9.04,1.889,-14.0,50,87.5,0
6.945,1.328,14.226,8.87,0.689,-17.0,50,87.5,1
7.044,1.328,14.226,8.87,0.0,-20.0,50,75.0,1
7.145,1.328,14.226,8.87,0.0,-23.0,50,62.5,0
7.246,1.328,14.226,8.87,0.0,-25.0,50,62.5,1
7.347,1.328,14.226,8.87,0.0,-25.0,50,62.5,1
7.448,1.328,14.226,8.87,0.0,-25.0,50,62.5,0
7.548,1.328,14.226,8.87,0.0,-25.0,150,62.5,0
7.65,1.328,14.226,8.87,0.0,-25.0,50,62.5,0
7.75,1.341,14.309,8.62,0.84,-25.0,150,75.0,0
7.852,1.353,14.392,8.37,0.84,-25.0,50,75.0,0
7.952,1.365,14.476,8.12,0.84,-25.0,50,75.0,0
8.052,1.377,14.559,7.87,0.84,-25.0,50,75.0,0
8.152,1.402,14.746,7.62,1.889,-25.0,150,87.5,0
8.252,1.439,15.037,7.37,2.938,-25.0,150,100.0,0
8.353,1.473,15.308,7.12,2.731,-25.0,50,87.5,0
8.453,1.504,15.561,6.87,2.539,-25.0,50,87.5,0
8.554,1.531,15.795,6.62,2.36,-25.0,50,75.0,0
8.654,1.555,16.013,6.37,2.194,-25.0,50,75.0,0
8.754,1.577,16.216,6.12,2.04,-25.0,50,75.0,0
8.855,1.596,16.404,5.87,1.896,-25.0,150,87.5,0
8.955,1.614,16.58,5.62,1.763,-25.0,50,75.0,0
9.057,1.629,16.743,5.37,1.639,-25.0,150,75.0,0
9.157,1.642,16.895,5.12,1.523,-25.0,50,75.0,0
9.257,1.655,17.036,4.87,1.416,-25.0,50,75.0,0
9.359,1.67,17.224,4.62,1.889,-25.0,150,87.5,0
9.46,1.684,17.412,4.37,1.889,-25.0,50,87.5,0
9.559,1.705,17.706,4.12,2.938,-25.0,150,100.0,0
9.661,1.724,17.978,3.87,2.731,-25.0,50,87.5,0
9.76,1.74,18.231,3.62,2.539,-25.0,50,87.5,0
9.86,1.754,18.467,3.37,2.36,-25.0,50,75.0,0
9.961,1.766,18.686,3.12,2.194,-25.0,50,75.0,0
10.06,1.776,18.89,2.87,2.04,-25.0,50,75.0,0
10.161,1.784,19.079,2.62,1.896,-25.0,50,62.5,0
10.261,1.792,19.255,2.37,1.763,-25.0,50,62.5,0
10.362,1.798,19.419,2.12,1.639,-25.0,50,50.0,0
10.463,1.803,19.571,1.87,1.523,-25.0,50,50.0,0
10.562,1.807,19.713,1.62,1.416,-25.0,50,50.0,0
10.663,1.81,19.845,1.37,1.316,-25.0,50,50.0,0
10.764,1.812,19.967,1.12,1.224,-25.0,50,50.0,0
10.866,1.814,20.081,0.87,1.137,-25.0,150,62.5,0
10.966,1.815,20.186,0.62,1.057,-25.0,150,75.0,0
11.068,1.816,20.285,0.37,0.983,-25.0,50,75.0,0
11.168,1.816,20.376,0.12,0.914,-25.0,50,75.0,0
11.267,1.816,20.461,359.87,0.849,-25.0,50,75.0,0
11.369,1.815,20.65,359.62,1.889,-25.0,150,87.5,0
11.469,1.812,20.839,359.37,1.889,-25.0,50,87.5,0
11.57,1.808,21.132,359.12,2.938,-25.0,150,100.0,0
11.671,1.803,21.406,358.87,2.731,-25.0,50,87.5,0
11.772,1.796,21.659,358.62,2.539,-25.0,50,75.0,0
11.874,1.79,21.895,358.37,2.36,-25.0,50,75.0,0
11.974,1.783,22.115,358.12,2.194,-25.0,50,75.0,0
12.075,1.775,22.318,357.87,2.04,-25.0,50,75.0,0
12.176,1.767,22.508,357.62,1.896,-25.0,50,62.5,0
12.275,1.759,22.684,357.37,1.763,-25.0,50,62.5,0
12.376,1.751,22.848,357.12,1.639,-25.0,50,50.0,0
12.477,1.742,23.0,356.87,1.523,-25.0,50,50.0,0
12.578,1.734,23.141,356.62,1.416,-25.0,50,50.0,0
12.68,1.726,23.272,356.37,1.316,-25.0,50,50.0,0
12.781,1.717,23.395,356.12,1.224,-25.0,50,50.0,0
12.882,1.709,23.508,355.87,1.137,-25.0,50,50.0,0
12.982,1.701,23.613,355.62,1.057,-25.0,50,50.0,0
13.083,1.693,23.711,355.37,0.983,-25.0,50,50.0,0
13.184,1.685,23.802,355.12,0.914,-25.0,50,50.0,0
13.283,1.678,23.887,354.87,0.849,-25.0,50,50.0,0
13.384,1.67,23.966,354.62,0.79,-25.0,150,62.5,0
13.484,1.663,24.039,354.37,0.734,-25.0,50,62.5,0
13.583,1.656,24.107,354.12,0.682,-25.0,50,62.5,0
13.684,1.65,24.17,353.87,0.634,-25.0,50,62.5,0
13.784,1.643,24.228,353.62,0.59,-25.0,50,62.5,0
13.884,1.637,24.283,353.37,0.548,-25.0,50,62.5,0
13.985,1.631,24.333,353.12,0.51,-25.0,50,62.5,0
14.087,1.625,24.38,352.87,0.474,-25.0,50,62.5,0
14.187,1.619,24.424,352.62,0.44,-25.0,50,50.0,0
14.288,1.614,24.465,352.37,0.409,-25.0,50,50.0,0
14.39,1.608,24.502,352.12,0.381,-25.0,50,50.0,0
14.491,1.603,24.537,351.87,0.354,-25.0,50,50.0,0
14.592,1.599,24.57,351.62,0.329,-25.0,50,50.0,0
14.691,1.594,24.6,351.37,0.306,-25.0,50,50.0,0
14.792,1.59,24.628,351.12,0.284,-25.0,50,50.0,0
14.892,1.585,24.654,350.87,0.264,-25.0,50,50.0,0
14.992,1.581,24.678,350.62,0.246,-25.0,50,50.0,0
15.093,1.578,24.701,350.37,0.228,-25.0,50,50.0,0
15.194,1.574,24.722,350.12,0.212,-25.0,50,50.0,0
15.295,1.57,24.741,349.87,0.197,-25.0,50,50.0,0
15.395,1.567,24.759,349.62,0.183,-25.0,50,50.0,0
15.495,1.564,24.776,349.37,0.17,-25.0,50,50.0,0
15.595,1.561,24.792,349.12,0.158,-25.0,50,50.0,0
15.697,1.558,24.806,348.87,0.147,-25.0,50,50.0,0
15.797,1.555,24.819,348.62,0.137,-25.0,50,50.0,0
15.898,1.553,24.832,348.37,0.127,-25.0,50,50.0,0
15.999,1.55,24.844,348.12,0.118,-25.0,50,50.0,0
16.1,1.548,24.854,347.87,0.11,-25.0,50,50.0,0
16.199,1.546,24.864,347.62,0.102,-25.0,50,50.0,0
16.301,1.544,24.874,347.37,0.095,-25.0,50,50.0,0
16.401,1.542,24.882,347.12,0.088,-25.0,50,50.0,0
16.501,1.54,24.89,346.87,0.082,-25.0,50,50.0,0
16.601,1.538,24.898,346.62,0.076,-25.0,50,50.0,0
16.702,1.537,24.904,346.37,0.071,-25.0,50,50.0,0
16.803,1.535,24.911,346.12,0.066,-25.0,50,50.0,0
16.903,1.534,24.917,345.87,0.061,-25.0,50,50.0,0
17.004,1.532,24.922,345.62,0.057,-25.0,50,50.0,0
17.104,1.531,24.927,345.37,0.053,-25.0,50,50.0,0
17.204,1.53,24.932,345.12,0.049,-25.0,50,50.0,0
17.305,1.528,24.937,344.87,0.046,-25.0,50,50.0,0
17.406,1.527,24.941,344.62,0.043,-25.0,50,50.0,0
17.507,1.526,24.945,344.37,0.04,-25.0,50,50.0,0
17.608,1.525,24.948,344.12,0.037,-25.0,50,50.0,0
17.708,1.524,24.951,343.87,0.034,-25.0,50,50.0,0
17.81,1.523,24.954,343.62,0.032,-25.0,50,50.0,0
17.91,1.522,24.957,343.37,0.03,-25.0,50,50.0,0
18.009,1.522,24.96,343.12,0.027,-25.0,50,50.0,0
18.111,1.521,24.962,342.87,0.026,-25.0,50,50.0,0
18.211,1.52,24.965,342.62,0.024,-25.0,50,50.0,0
18.311,1.519,24.967,342.37,0.022,-25.0,50,50.0,0
18.413,1.519,24.969,342.12,0.021,-25.0,150,62.5,0
18.514,1.518,24.971,341.87,0.019,-25.0,50,62.5,0
18.613,1.492,25.05,341.62,0.84,-25.0,150,75.0,0
18.715,1.465,25.13,341.37,0.84,-25.0,50,75.0,0
18.815,1.438,25.209,341.12,0.84,-25.0,50,75.0,0
18.916,1.41,25.288,340.87,0.84,-25.0,50,75.0,0
19.016,1.382,25.368,340.62,0.84,-25.0,50,75.0,0
19.116,1.354,25.447,340.37,0.84,-25.0,50,75.0,0
19.217,1.328,25.52,340.12,0.78,-25.0,50,62.5,0
19.317,1.303,25.588,339.87,0.725,-25.0,50,62.5,0
19.419,1.279,25.651,339.62,0.674,-25.0,50,50.0,0
19.518,1.257,25.71,339.37,0.627,-25.0,50,50.0,0
19.619,1.236,25.765,339.12,0.583,-25.0,50,50.0,0
19.72,1.236,25.765,339.12,0.0,-25.0,50,50.0,1
19.822,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
19.922,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.022,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.122,1.236,25.765,339.12,0.0,-25.0,50,50.0,1
20.224,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.324,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.425,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.526,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.627,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.728,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.827,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
20.928,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.029,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.132,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.23,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.329,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.43,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.529,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.631,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.73,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.83,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
21.93,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.03,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.13,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.23,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.33,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.431,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.532,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.633,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.733,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.833,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
22.934,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.034,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.135,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.235,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.336,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.437,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.536,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.637,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.737,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.837,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
23.937,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.038,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.139,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.24,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.341,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.442,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.543,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.644,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.745,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.845,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
24.946,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.045,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.145,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.246,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.347,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.447,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.547,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.648,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.748,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.849,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
25.95,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.051,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.152,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.252,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.353,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.454,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.555,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.656,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.757,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.858,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
26.958,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.059,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.16,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.261,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.362,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.462,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.562,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.662,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.763,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.864,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
27.964,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.064,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.165,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.266,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.367,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.467,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.567,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.668,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.768,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.869,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
28.969,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.07,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.171,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.272,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.372,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.473,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.573,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.673,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.773,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.874,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
29.974,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.075,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.176,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.277,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.378,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.478,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.578,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.678,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.778,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.878,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
30.979,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.08,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.179,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.279,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.38,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.48,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.58,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.681,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.782,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.883,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
31.983,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.084,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.185,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.286,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.386,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.488,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.587,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.688,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.789,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.889,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
32.99,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.09,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.19,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.29,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.391,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.492,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.593,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.693,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.794,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.894,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
33.995,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.094,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.195,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.296,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.397,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.497,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.598,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.698,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.798,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.898,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
34.998,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.099,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.198,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.298,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.398,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.499,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.6,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.701,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.801,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
35.902,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.003,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.104,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.204,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.306,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.407,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.507,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.608,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.709,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.809,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
36.91,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.01,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.11,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.211,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.311,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.411,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.511,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.611,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.712,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.812,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
37.912,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.013,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.114,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.214,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.315,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.415,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.516,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.616,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.718,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.818,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
38.918,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.019,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.119,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.219,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.319,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.419,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.52,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.621,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.721,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.821,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
39.921,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.021,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.122,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.222,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.324,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.423,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.524,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.625,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.725,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.826,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
40.927,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.028,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.129,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.23,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.33,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.431,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.53,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.631,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.731,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.832,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
41.933,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.034,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.134,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.235,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.334,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.435,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.536,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.637,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.738,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
42.838,1.236,25.765,339.12,0.0,-25.0,50,50.0,0
